Package Name,Versions,Total Services,License,Description,Homepage,Repository,Dev Dependency,Services Using
regexparam,3.0.0,1,MIT,"A tiny (399B) utility that converts route patterns into RegExp. Limited alternative to `path-to-regexp` 🙇‍",https://github.com/lukeed/regexparam#readme,git+https://github.com/lukeed/regexparam.git,Yes,""cloned-repos/airtimemedia/the-force""
regexpp,3.2.0; 3.1.0; 3.0.0; 2.0.1,32,MIT,"Regular expression parser for ECMAScript.",https://github.com/mysticatea/regexpp#readme,git+https://github.com/mysticatea/regexpp.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/nextjs, cloned-repos/airtimemedia/backend-client-js, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/dynamo-media-utils, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/empire-schemas, cloned-repos/airtimemedia/eslint-config-empire, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/express-media-utils, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/pubsub-service, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/skia/experimental/tskit, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
regexpu-core,6.2.0; 5.3.2; 5.3.1; 5.2.2; 4.7.1; 2.0.0,10,MIT,"regexpu’s core functionality (i.e. `rewritePattern(pattern, flag)`), capable of translating ES6 Unicode regular expressions to ES5.",https://mths.be/regexpu,git+https://github.com/mathiasbynens/regexpu-core.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo""
regextras,0.7.1,10,MIT,"Array extras for regular expressions",https://github.com/brettz9/regextras,git+https://github.com/brettz9/regextras.git,Yes,""cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dynamo-media-utils, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/express-media-utils, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/vandenberg, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
registry-auth-token,5.1.0; 4.2.1; 3.4.0; 3.3.2,8,MIT,"Get the auth token set for an npm registry (if any)",https://github.com/rexxars/registry-auth-token#readme,git+ssh://git@github.com/rexxars/registry-auth-token.git,No,""cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/the-force""
registry-url,6.0.1; 5.1.0; 3.1.0,8,MIT,"Get the set npm registry URL",https://github.com/sindresorhus/registry-url#readme,git+https://github.com/sindresorhus/registry-url.git,No,""cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/the-force""
regjsgen,0.8.0; 0.7.1; 0.5.2; 0.2.0,6,MIT,"Generate regular expressions from regjsparser’s AST.",https://github.com/bnjmnt4n/regjsgen,git+https://github.com/bnjmnt4n/regjsgen.git,Yes,""cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/the-force""
regjsparser,3.0.2; 0.12.0; 0.9.1; 0.6.4; 0.5.0; 0.1.5,10,Unknown,"",,,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/botbuilder, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/the-force, cloned-repos/airtimemedia/transcription-demo""
rehype-external-links,3.0.0,1,MIT,"rehype plugin to automatically add `target` and `rel` attributes to external links",https://github.com/rehypejs/rehype-external-links#readme,git+https://github.com/rehypejs/rehype-external-links.git,Yes,""cloned-repos/airtimemedia/yoda""
rehype-raw,5.0.0,1,MIT,"rehype plugin to reparse the tree (and raw nodes)",https://github.com/rehypejs/rehype-raw#readme,git+https://github.com/rehypejs/rehype-raw.git,No,""cloned-repos/airtimemedia/grogu""
rehype-slug,6.0.0,1,MIT,"rehype plugin to add `id` attributes to headings",https://github.com/rehypejs/rehype-slug#readme,git+https://github.com/rehypejs/rehype-slug.git,Yes,""cloned-repos/airtimemedia/yoda""
rehype-sort-attribute-values,3.0.2,1,MIT,"rehype plugin to sort attribute values",,https://github.com/rehypejs/rehype-minify/tree/main/packages/rehype-sort-attribute-values,No,""cloned-repos/airtimemedia/grogu""
rehype-sort-attributes,3.0.2,1,MIT,"rehype plugin to reorder attributes based on how often they occur",,https://github.com/rehypejs/rehype-minify/tree/main/packages/rehype-sort-attributes,No,""cloned-repos/airtimemedia/grogu""
relateurl,0.2.7,7,MIT,"Minify URLs by converting them from absolute to relative.",https://github.com/stevenvachon/relateurl,git://github.com/stevenvachon/relateurl.git,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/transcription-demo""
release-zalgo,1.0.0,8,ISC,"Helps you write code with promise-like chains that can run both synchronously and asynchronously",https://github.com/novemberborn/release-zalgo#readme,git+https://github.com/novemberborn/release-zalgo.git,Yes,""cloned-repos/airtimemedia/dev-console-backend, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/node-monitor-components, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
remark-autolink-headings,6.0.1,1,MIT,"remark plugin to automatically add links to headings",https://github.com/remarkjs/remark-autolink-headings#readme,git+https://github.com/remarkjs/remark-autolink-headings.git,No,""cloned-repos/airtimemedia/grogu""
remark-external-links,8.0.0,1,MIT,"remark plugin to automatically add target and rel attributes to external links",https://github.com/remarkjs/remark-external-links#readme,git+https://github.com/remarkjs/remark-external-links.git,No,""cloned-repos/airtimemedia/grogu""
remark-footnotes,3.0.0,1,MIT,"remark plugin to add support for pandoc footnotes",https://github.com/remarkjs/remark-footnotes#readme,git+https://github.com/remarkjs/remark-footnotes.git,No,""cloned-repos/airtimemedia/grogu""
remark-gfm,1.0.0,1,MIT,"remark plugin to support GFM (autolink literals, strikethrough, tables, tasklists)",https://github.com/remarkjs/remark-gfm#readme,git+https://github.com/remarkjs/remark-gfm.git,No,""cloned-repos/airtimemedia/grogu""
remark-parse,9.0.0,1,MIT,"remark plugin to parse Markdown",https://remark.js.org,https://github.com/remarkjs/remark/tree/main/packages/remark-parse,No,""cloned-repos/airtimemedia/grogu""
remark-rehype,8.0.0,1,MIT,"remark plugin to transform to rehype",https://github.com/remarkjs/remark-rehype#readme,git+https://github.com/remarkjs/remark-rehype.git,No,""cloned-repos/airtimemedia/grogu""
remark-slug,6.0.0; 1.1.0,1,MIT,"remark plugin to add anchors to headings",https://github.com/remarkjs/remark-slug#readme,git+https://github.com/remarkjs/remark-slug.git,No,""cloned-repos/airtimemedia/grogu""
remark-squeeze-paragraphs,4.0.0,1,MIT,"remark plugin to remove empty paragraphs",https://github.com/remarkjs/remark-squeeze-paragraphs#readme,git+https://github.com/remarkjs/remark-squeeze-paragraphs.git,No,""cloned-repos/airtimemedia/grogu""
remix-utils,8.5.0; 4.41.0,1,MIT,"This package contains simple utility functions to use with [React Router](https://reactrouter.com/).",https://github.com/sergiodxa/remix-utils#readme,git+https://github.com/sergiodxa/remix-utils.git,No,""cloned-repos/airtimemedia/the-force""
remove-accents,0.5.0; 0.4.2,4,MIT,"Converting the accented characters to their corresponding non-accented ASCII characters.",https://github.com/tyxla/remove-accents,git+https://github.com/tyxla/remove-accents.git,No,""cloned-repos/airtimemedia/fett, cloned-repos/airtimemedia/platform-docs/website, cloned-repos/airtimemedia/sdk-admin, cloned-repos/airtimemedia/yoda""
remove-trailing-separator,1.1.0,8,ISC,"Removes separators from the end of the string.",https://github.com/darsain/remove-trailing-separator#readme,git+https://github.com/darsain/remove-trailing-separator.git,Yes,""cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/yoda""
remove-trailing-slash,0.1.1,1,MIT,"removes trailing slashes",https://github.com/stephenmathieson/remove-trailing-slash#readme,git://github.com/stephenmathieson/remove-trailing-slash.git,No,""cloned-repos/airtimemedia/dev-console-backend""
renderkid,3.0.1; 3.0.0; 2.1.3; 2.1.1; 2.0.7; 2.0.4; 1.5.1; 1.2.0,7,Unknown,"",,,No,""cloned-repos/aircoreio/aircore-sync-web-samples, cloned-repos/aircoreio/aircore-sync-web-samples/sync-combined-audio-chat/react, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/media-panel-chrome-extension, cloned-repos/airtimemedia/pch, cloned-repos/airtimemedia/transcription-demo""
repeat-element,1.1.4; 1.1.3; 1.1.2,7,MIT,"Create an array by repeating the given value n times.",https://github.com/jonschlinkert/repeat-element,git+https://github.com/jonschlinkert/repeat-element.git,Yes,""cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/yoda""
repeat-string,1.6.1,37,MIT,"Repeat the given string n times. Fastest implementation for repeating a string.",https://github.com/jonschlinkert/repeat-string,git+https://github.com/jonschlinkert/repeat-string.git,Yes,""cloned-repos/airtimemedia/app-bridge, cloned-repos/airtimemedia/bixby-monitor, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/dynamo-media-utils, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/eureka/server-allocator/integration_tests, cloned-repos/airtimemedia/express-media-utils, cloned-repos/airtimemedia/grogu, cloned-repos/airtimemedia/marin-devserver, cloned-repos/airtimemedia/mendocino/mendocino, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/node-addon-support/tests, cloned-repos/airtimemedia/node-media-utils, cloned-repos/airtimemedia/node-metrics-utils, cloned-repos/airtimemedia/node-monitor-components, cloned-repos/airtimemedia/node-zk-utils, cloned-repos/airtimemedia/oakland/oakland, cloned-repos/airtimemedia/phantom-menace-external, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/shasta/shasta, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/tahoe/tahoe, cloned-repos/airtimemedia/turn-monitor, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg-addon, cloned-repos/airtimemedia/vandenberg-addon/tests, cloned-repos/airtimemedia/vandenberg-monitor, cloned-repos/airtimemedia/vandenberg/manual-test, cloned-repos/airtimemedia/vandenberg/test/kef_automation, cloned-repos/airtimemedia/yoda, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/metrics-collector/metrics-collector, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
repeating,2.0.1; 1.1.3,4,MIT,"Repeat a string - fast",https://github.com/sindresorhus/repeating#readme,git+https://github.com/sindresorhus/repeating.git,Yes,""cloned-repos/airtimemedia/bigsur/test/kef_automation, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/reconnecting-websocket""
repl,0.1.3,2,Unknown,"A simple fast template libray.",http://github.com/firejune/repl,git://github.com/firejune/repl.git,Yes,""cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine/tools""
replace-in-file,7.2.3; 7.2.0; 6.3.5; 4.3.0; 4.1.2; 4.0.0; 3.1.2; 2.0.1; 1.1.11; 1.1.4,1,Unknown,"",,,No,""cloned-repos/airtimemedia/botbuilder""
replaceall,0.1.6,3,Unknown,"Replace all instances in a JavaScript string",http://ilee.co.uk,git@github.com:leecrossley/replaceall.git,No,""cloned-repos/airtimemedia/client-report-processor, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/phantom-menace/lambda""
replicator,1.0.5,1,MIT,"Advanced JavaScript objects serialization.",https://github.com/inikulin/replicator#readme,git+https://github.com/inikulin/replicator.git,Yes,""cloned-repos/airtimemedia/bigsur/test/kef_automation""
request,6.5.3; 6.5.2; 3.4.0; 2.88.2; 2.88.0; 2.74.0; 2.65.0; 2.55.0; 2.30.0; 2.9.100; 2.4.2; 2.3.3,29,Unknown,"",,,No,""cloned-repos/airtimemedia/amazon-product-api, cloned-repos/airtimemedia/bixby-monitor, cloned-repos/airtimemedia/boca/automation-test, cloned-repos/airtimemedia/chat-gpt-dj, cloned-repos/airtimemedia/empire, cloned-repos/airtimemedia/empire-admin, cloned-repos/airtimemedia/empire-client, cloned-repos/airtimemedia/empire-ops, cloned-repos/airtimemedia/eureka/server-allocator, cloned-repos/airtimemedia/eureka/server-allocator/integration_tests, cloned-repos/airtimemedia/final-order, cloned-repos/airtimemedia/final-order/tooling/loadtesting/palpatine, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/merced/automation-test, cloned-repos/airtimemedia/merced/merced, cloned-repos/airtimemedia/mos-eisley, cloned-repos/airtimemedia/node-metrics-utils, cloned-repos/airtimemedia/node-monitor-components, cloned-repos/airtimemedia/phantom-menace/lambda, cloned-repos/airtimemedia/reconnecting-websocket, cloned-repos/airtimemedia/skia/modules/canvaskit/npm_build, cloned-repos/airtimemedia/stormtrooper-emails, cloned-repos/airtimemedia/tahoe/automation-test, cloned-repos/airtimemedia/turn-monitor, cloned-repos/airtimemedia/vandenberg, cloned-repos/airtimemedia/vandenberg-monitor, cloned-repos/airtimemedia/yosemite/automation-test, cloned-repos/airtimemedia/yosemite/yosemite, cloned-repos/yoinc/tecate-pinger/tecate-pinger""
request-ip,3.3.0; 2.2.0,5,MIT,"A small Node.js module to retrieve the request's IP address",https://github.com/pbojinov/request-ip,git+https://github.com/pbojinov/request-ip.git,No,""cloned-repos/airtimemedia/coit-tower/coit-tower, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-palpatine, cloned-repos/airtimemedia/final-order/docker-images/services/fo-service-wampa, cloned-repos/airtimemedia/jocasta-nu, cloned-repos/airtimemedia/oakland/oakland""
request-progress,3.0.0,1,MIT,"Tracks the download progress of a request made with mikeal/request, giving insight of various metrics including progress percent, download speed and time remaining",https://github.com/IndigoUnited/node-request-progress#readme,git://github.com/IndigoUnited/node-request-progress.git,Yes,""cloned-repos/airtimemedia/grogu-external""
